text,sentiment
"I love this app, buuuut... There's a lot of small simple things that can be 
added to the actual organization system that can make it much more 
effective on people For now (bigger concerns), - PLEASE allow task ( and 
etc.) making/ setting/ marking (and etc.) to be allowed to be done OFFLINE, 
it's worth it and will be effective trust me - when making tasks and all 
that good stuff there's an option to have a start date. This does nothing, 
I suggest that this should let the said task or etc to only show up on the 
date you stated, or have a tag you can activate to show it, or at least not 
turn red or damage you until the start date of your choice, or just some 
concept of long term task setting(please) - when I try to make a party in 
the mobile app it directs me to a window in chrome, that then tells me to 
use the mobile app. Really love this, best of wishes in developing :)))",neutral
First time I`m going home early  sucks to b single no one to call,negative
time for tv in bed.Then spending all day catching up on studying  i hate online summer classes,negative
 morning to you too joe,neutral
 way i bought it today aswell now i have it twice cos i pre ordered it aswell  cya later x!,neutral
It's different from Wunderlist but pretty close. Its like changing from Gmail to outlook but it's working for me.,positive
I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won`t be so bad... I was wrong,negative
There`s starwars day? ) OMG Rocio!,neutral
"Every day I use it more and in conjunction with the the array of over flowing product offerings vailable. My level of appreciation for what I see coming from Microsoft going forward continues to deepen, hand in hand as my level of understanding in the solutions increase",positive
Twitter is slow!,negative
"All this talk of buttershots has me wanting some!  Maybe I`ll have a small bit over ice, I haven`t had any since faire.",neutral
Good apps but can be add more features,positive
First impression is sufficient but not excellent. There are no settings for applying priorities to tasks and I couldn't find also a setting for repeating tasks (daily or for certain periods) for specified hours (from 17:00 - 20:00).,neutral
Awaiting to watch lfctv @ 10am  liverpool vs newcastle game from yesterday!,positive
  i wasn`t able to go the conference.so I didn`t get the outline.. however I have been doing my own & it`s coming along.,neutral
"  poor you lmao, just stick your head out the window!",negative
 I`ve only seen Star Trek twice. Seeing 'Up' today but not in 3D since I was outvoted.,neutral
Sleepy time! Happy Mothers` Day to current and future moms around the globe!,positive
" This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",negative
_II It`s foggy here,neutral
 My sister is graduating too & I can`t afford to buy here anything,negative
eating cheeto puffs,neutral
mufasa!!!! warriors or the OCEAN!  hahahahahaha,positive
Reese`s pieces ily,positive
 Yey! holiday Monday in Uk today ... have a chilled day,neutral
"Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be a looooong one again.",negative
"I forgot, Happy Mom`s day.",positive
_trees  True. That`s kind of your style isn`****  and less of the 'old chap' ;-),neutral
 thats great  (((hugs))),positive
 sorry my friend ... but  is paying the mortgage!,negative
****. My arms feel like really sore jell-o,negative
Surp,positive
"Omg at Hollie! That was well sad to watch!  See, Simon can be well nice when he wants to be! lol",negative
"First impression of Silverlight: sadly, based on what I saw today, it`s quite problematic",negative
watching W. with jas. i love my brother he`s my best friend,positive
"Have lots 2do as usual! laundry, thanking God, cleaning house, praising God, cutting the hedge and thanking and praising God some more!",positive
"Such a good little Saturday. Didn`t include Bed Bath and Beyond, but Borders was on the list. Can`t wait for tomorrow. Good day planned",positive
Checked the bank acct this mornin..got a lil sad..then decided I would imagine a 0 on the end just to make me smile.  #whateverworks,neutral
Sunburn on my knees,negative
"Updated: I did not download the app elsewhere, the chinese language came out after i cleared the data of the app because of the crashes. It came back to normal after reinstalling it. Another update: the app crashes again after it, there is really something wrong with your app here",negative
 ummm. Idk. Courtney`s date is hooking us up.,neutral
_cupcakes  sometimes plugging it into 240 can fix problems..,positive
Head in the clouds,neutral
 HaHa i Forgot...It`ll Probably Be On Youtube...So I`ll Watch It Later,neutral
Adventures with jamie and bethhh,neutral
Jogged in the forest with Nina. Heavy wind reminded I need to set up some turbines: free electricity.,neutral
 Cool!!! No wonder you didn`t sleep much,positive
nick is so cute in the tiger costume  ahaha it made my day,positive
" harrump gagging for beer, noone wants to play",negative
_twist86 **** is picking up!,positive
wish it wasn`t raining,positive
Ichigo has been good at Ping&pooping outside but not used to the fact he doesn`t have his sister  lonely puppy,negative
Snooze doesn't work most of the times. I end up forgetting/missing task notification. Also I get notification on opening app. Instead of set time.,negative
Time to turn the phone off and get a full nights sleep,neutral
"useless, as you can not group habits, but gamifying idea is good, maybe they will fix it",neutral
Cant believe there had been nice weather all day and I was stuck in doors all day,negative
"  I care about Eurovision! And yes, they have a 50% jury-based vote this year  #eurovision2009",positive
"Yaaaaaaay, bday!",positive
omg himym! one of the best shows on earth,positive
 http://twitpic.com/4jguu - wow that is pretty  x,positive
Ok,negative
"Well, enough mushy family talk. To bed I stubbornly go.",negative
 awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves it JUST as much as u do!,negative
" Wish I`d had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn`t want to risk it",negative
Happy mother`s day and to the god mother`s and step mother`s too....,positive
 hurts to be you! Sunshine all weekend and you don`t get to play. That`s sad.,negative
hanging with Bri,neutral
_violence heyyyy babyy,negative
" hey, got your text sms. i plan on maybe just catching a flick tonight. last night was a wee bit too much for me",negative
 where and when is your next show? or upcoming ones? i really want to see you guys,positive
Now I want ice cream but it`s so expensive.,negative
"Can't change font sizes (old guy) and even with premium trial, can not change recurring task to monthly day of month from monthly day of week. Or, I should say you can make the change, but next time viewing task it shows - repeat every third Monday of the month - rather than - every month on the 20th. Also, I don't see a way to force sync account, . . . if that matters.",negative
"Oh, tonight is a good night",positive
http://twitpic.com/4j9eo this is  how it looks at nights,neutral
 Floor mopping sounds unappealing,negative
Just drove by fisher and I feel so sad,negative
" One of my good friends in the states has it covered now, but thank you again!",positive
"I`m so excited for Mothers Day!  This has been a big year for me & Olivia, and she`s finally old enough to be excited & understand!",positive
This weekend I started a 'Healthy Lifeestyle' - not Diet!     Let`s see how it goes - will keep ya posted on my progress.,positive
 hehehe!! Are you tryna find another condom  better get u for boxes cuz ima take u thru all of em,neutral
 oh yeah he IS!  .. you should see him when he REALLY gets going! LOL .. doesn`t care WHO doesn`t like it heheheheh GREAT!,neutral
_ife not to forget cinnamon!,neutral
is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t,negative
